date,year,month,day,reb
2023-06-22,2023,6,22,0
2023-06-23,2023,6,23,0
2023-06-26,2023,6,26,0
2023-06-27,2023,6,27,0
2023-06-28,2023,6,28,0
2023-06-29,2023,6,29,0
2023-06-30,2023,6,30,0
2023-07-03,2023,7,3,1
2023-07-05,2023,7,5,0
2023-07-06,2023,7,6,0
2023-07-07,2023,7,7,0
2023-07-10,2023,7,10,0
2023-07-11,2023,7,11,0
2023-07-12,2023,7,12,0
2023-07-13,2023,7,13,0
2023-07-14,2023,7,14,0
2023-07-17,2023,7,17,0
2023-07-18,2023,7,18,0
2023-07-19,2023,7,19,0
2023-07-20,2023,7,20,0
2023-07-21,2023,7,21,0
2023-07-24,2023,7,24,0
2023-07-25,2023,7,25,0
2023-07-26,2023,7,26,0
2023-07-27,2023,7,27,0
2023-07-28,2023,7,28,0
2023-07-31,2023,7,31,0
2023-08-01,2023,8,1,1
2023-08-02,2023,8,2,0
2023-08-03,2023,8,3,0
2023-08-04,2023,8,4,0
2023-08-07,2023,8,7,0
2023-08-08,2023,8,8,0
2023-08-09,2023,8,9,0
2023-08-10,2023,8,10,0
2023-08-11,2023,8,11,0
2023-08-14,2023,8,14,0
2023-08-15,2023,8,15,0
2023-08-16,2023,8,16,0
2023-08-17,2023,8,17,0
2023-08-18,2023,8,18,0
2023-08-21,2023,8,21,0
2023-08-22,2023,8,22,0
2023-08-23,2023,8,23,0
2023-08-24,2023,8,24,0
2023-08-25,2023,8,25,0
2023-08-28,2023,8,28,0
2023-08-29,2023,8,29,0
2023-08-30,2023,8,30,0
2023-08-31,2023,8,31,0
2023-09-01,2023,9,1,1
2023-09-05,2023,9,5,0
2023-09-06,2023,9,6,0
2023-09-07,2023,9,7,0
2023-09-08,2023,9,8,0
2023-09-11,2023,9,11,0
2023-09-12,2023,9,12,0
2023-09-13,2023,9,13,0
2023-09-14,2023,9,14,0
2023-09-15,2023,9,15,0
2023-09-18,2023,9,18,0
2023-09-19,2023,9,19,0
2023-09-20,2023,9,20,0
2023-09-21,2023,9,21,0
2023-09-22,2023,9,22,0
2023-09-25,2023,9,25,0
2023-09-26,2023,9,26,0
2023-09-27,2023,9,27,0
2023-09-28,2023,9,28,0
2023-09-29,2023,9,29,0
2023-10-02,2023,10,2,1
2023-10-03,2023,10,3,0
2023-10-04,2023,10,4,0
2023-10-05,2023,10,5,0
2023-10-06,2023,10,6,0
2023-10-09,2023,10,9,0
2023-10-10,2023,10,10,0
2023-10-11,2023,10,11,0
2023-10-12,2023,10,12,0
2023-10-13,2023,10,13,0
2023-10-16,2023,10,16,0
2023-10-17,2023,10,17,0
2023-10-18,2023,10,18,0
2023-10-19,2023,10,19,0
2023-10-20,2023,10,20,0
2023-10-23,2023,10,23,0
2023-10-24,2023,10,24,0
2023-10-25,2023,10,25,0
2023-10-26,2023,10,26,0
2023-10-27,2023,10,27,0
2023-10-30,2023,10,30,0
2023-10-31,2023,10,31,0
2023-11-01,2023,11,1,1
2023-11-02,2023,11,2,0
2023-11-03,2023,11,3,0
2023-11-06,2023,11,6,0
2023-11-07,2023,11,7,0
2023-11-08,2023,11,8,0
2023-11-09,2023,11,9,0
2023-11-10,2023,11,10,0
2023-11-13,2023,11,13,0
2023-11-14,2023,11,14,0
2023-11-15,2023,11,15,0
2023-11-16,2023,11,16,0
2023-11-17,2023,11,17,0
2023-11-20,2023,11,20,0
2023-11-21,2023,11,21,0
2023-11-22,2023,11,22,0
2023-11-24,2023,11,24,0
2023-11-27,2023,11,27,0
2023-11-28,2023,11,28,0
2023-11-29,2023,11,29,0
